GEOID10,nit_long,NAMELSAD_1,cancer_num,CID_sum,ID
55079016100,2,Milwaukee County,1,51,972
55079016200,2,Milwaukee County,0,0,913
55079016300,2,Milwaukee County,1,51,758
55079016400,2,Milwaukee County,0,0,756
55079016500,2,Milwaukee County,2,102,1033
55079016600,2,Milwaukee County,0,0,1032
55079016700,2,Milwaukee County,0,0,876
55079016800,2,Milwaukee County,0,0,878
55079016900,2,Milwaukee County,0,0,757
55079017000,2,Milwaukee County,1,51,1039
55079017100,2,Milwaukee County,0,0,1038
55079017200,2,Milwaukee County,0,0,1030
55079017300,2,Milwaukee County,0,0,827
55079017400,2,Milwaukee County,0,0,715
55079017500,2,Milwaukee County,0,0,879
55079017600,5,Milwaukee County,1,51,877
55079017900,2,Milwaukee County,1,51,843
55079018000,2,Milwaukee County,1,51,704
55079018100,2,Milwaukee County,0,0,942
55079018200,2,Milwaukee County,0,0,915
55079018300,2,Milwaukee County,0,0,768
55079018400,2,Milwaukee County,0,0,948
55079018500,0,Milwaukee County,0,0,718
55079018600,5,Milwaukee County,0,0,720
55079018700,2,Milwaukee County,1,51,842
55079018800,2,Milwaukee County,0,0,861
55079018900,2,Milwaukee County,0,0,837
55079019000,2,Milwaukee County,1,51,783
55079019100,2,Milwaukee County,0,0,901
55079019200,2,Milwaukee County,0,0,860
55079019300,2,Milwaukee County,1,51,789
55079019400,2,Milwaukee County,0,0,873
55079019500,2,Milwaukee County,1,51,953
55079019600,2,Milwaukee County,0,0,859
55079019700,8,Milwaukee County,0,0,797
55079019800,2,Milwaukee County,0,0,872
55079019900,2,Milwaukee County,1,51,697
55079020000,2,Milwaukee County,0,0,707
55079020100,2,Milwaukee County,1,51,899
55079020200,2,Milwaukee County,0,0,804
55079020300,2,Milwaukee County,0,0,874
55079020400,2,Milwaukee County,0,0,989
55079020500,2,Milwaukee County,1,51,799
55079020600,3,Milwaukee County,2,102,841
55079020700,2,Milwaukee County,0,0,920
55079020800,2,Milwaukee County,1,51,1088
55079020900,2,Milwaukee County,0,0,1089
55079021000,2,Milwaukee County,0,0,838
55079021100,2,Milwaukee County,0,0,892
55079021200,2,Milwaukee County,1,51,974
55079021300,2,Milwaukee County,0,0,836
55079021400,2,Milwaukee County,0,0,1054
55079021500,2,Milwaukee County,2,102,769
55079021600,2,Milwaukee County,2,102,1055
55079021700,2,Milwaukee County,2,102,1081
55079021800,2,Milwaukee County,0,0,771
55079030100,2,Milwaukee County,5,255,983
55079035100,2,Milwaukee County,3,153,785
55079035200,2,Milwaukee County,1,51,786
55079040100,2,Milwaukee County,7,357,711
55079050101,2,Milwaukee County,1,51,742
55079050102,2,Milwaukee County,4,204,1063
55079060101,2,Milwaukee County,4,204,739
55079060102,2,Milwaukee County,1,51,752
55079060200,2,Milwaukee County,3,153,1001
55079070100,2,Milwaukee County,1,51,868
55079070200,2,Milwaukee County,1,51,866
55079070300,2,Milwaukee County,2,102,995
55079080100,2,Milwaukee County,0,0,824
55079080200,2,Milwaukee County,0,0,864
55079080300,2,Milwaukee County,0,0,1087
55079080400,2,Milwaukee County,1,51,698
55079090100,2,Milwaukee County,1,51,1005
55079090200,2,Milwaukee County,1,51,1019
55079090300,2,Milwaukee County,4,204,1023
55079090600,2,Milwaukee County,1,51,1040
55079090700,2,Milwaukee County,0,0,1079
55079090800,2,Milwaukee County,0,0,1020
55079090900,2,Milwaukee County,0,0,1035
55079091000,2,Milwaukee County,2,102,1022
55079091100,2,Milwaukee County,2,102,831
55079091200,2,Milwaukee County,1,51,1003
55079091300,2,Milwaukee County,0,0,978
55079091400,2,Milwaukee County,0,0,1051
55079100100,2,Milwaukee County,0,0,823
55079100200,0,Milwaukee County,1,51,982
55079100300,2,Milwaukee County,1,51,916
55079100400,2,Milwaukee County,0,0,903
55079100500,2,Milwaukee County,0,0,688
55079100600,2,Milwaukee County,0,0,919
55079100700,2,Milwaukee County,0,0,917
55079100800,2,Milwaukee County,2,102,1041
55079100900,2,Milwaukee County,2,102,896
55079101000,2,Milwaukee County,1,51,825
55079101100,7,Milwaukee County,0,0,944
55079101200,2,Milwaukee County,2,102,909
55079101300,4,Milwaukee County,1,51,826
55079101400,2,Milwaukee County,0,0,918
55079101500,2,Milwaukee County,1,51,1076
55079101600,2,Milwaukee County,0,0,954
55079101700,2,Milwaukee County,0,0,1075
55079101800,2,Milwaukee County,0,0,751
55079110100,1,Milwaukee County,2,102,1029
55079120101,2,Milwaukee County,3,153,732
55079120102,2,Milwaukee County,5,255,703
55079120201,2,Milwaukee County,0,0,773
55079120202,2,Milwaukee County,0,0,863
55079120203,2,Milwaukee County,1,51,1085
55079120300,2,Milwaukee County,0,0,911
55079120400,2,Milwaukee County,4,204,708
55079120501,2,Milwaukee County,0,0,709
55079120502,2,Milwaukee County,2,102,695
55079130100,2,Milwaukee County,1,51,747
55079130200,2,Milwaukee County,0,0,787
55079140100,2,Milwaukee County,2,102,772
55079140201,2,Milwaukee County,1,51,748
55079140202,2,Milwaukee County,2,102,721
55079150100,2,Milwaukee County,7,357,1064
55079150301,2,Milwaukee County,11,561,921
55079150303,2,Milwaukee County,1,51,705
55079150304,2,Milwaukee County,4,204,702
55079160100,2,Milwaukee County,7,357,710
55079160202,3,Milwaukee County,4,204,870
55079160203,2,Milwaukee County,2,102,734
55079160204,2,Milwaukee County,2,102,701
55079160300,2,Milwaukee County,17,867,950
55079170100,2,Milwaukee County,2,102,750
55079170200,2,Milwaukee County,1,51,1021
55079170300,2,Milwaukee County,1,51,1000
55079170400,2,Milwaukee County,0,0,699
55079170500,2,Milwaukee County,0,0,1043
55079170600,2,Milwaukee County,1,51,955
55079170700,2,Milwaukee County,1,51,875
55079180100,2,Milwaukee County,2,102,749
55079180200,2,Milwaukee County,0,0,805
55079180300,2,Milwaukee County,1,51,949
55079180400,2,Milwaukee County,2,102,767
55079180500,2,Milwaukee County,1,51,687
55079185100,2,Milwaukee County,5,255,798
55079185200,2,Milwaukee County,1,51,862
55079185300,2,Milwaukee County,2,102,1072
55079185400,1,Milwaukee County,0,0,679
55079185500,2,Milwaukee County,0,0,681
55079185600,2,Milwaukee County,1,51,683
55079185700,5,Milwaukee County,0,0,684
55079185800,2,Milwaukee County,0,0,678
55079185900,2,Milwaukee County,0,0,680
55079186000,2,Milwaukee County,1,51,682
55079186100,2,Milwaukee County,0,0,677
55079186200,2,Milwaukee County,0,0,676
55079186300,2,Milwaukee County,0,0,1074
55079186400,2,Milwaukee County,0,0,1073
55079186500,2,Milwaukee County,1,51,1070
55079186600,2,Milwaukee County,1,51,1071
55079186800,2,Milwaukee County,0,0,736
55079186900,2,Milwaukee County,0,0,737
55079187000,2,Milwaukee County,0,0,738
55079187200,2,Milwaukee County,11,561,685
55079187300,2,Milwaukee County,1,51,735
55079187400,2,Milwaukee County,1,51,754
55079980000,2,Milwaukee County,2,102,755
55081950100,5,Monroe County,25,825,615
55081950200,5,Monroe County,35,1155,620
55081950300,5,Monroe County,1,33,612
55081950400,5,Monroe County,1,33,617
55081950500,5,Monroe County,4,132,619
55081950600,4,Monroe County,2,66,613
55081950700,5,Monroe County,22,726,614
55081950800,6,Monroe County,24,792,618
55081950900,5,Monroe County,12,396,616
55083100300,1,Oconto County,25,200,107
55083100500,1,Oconto County,19,152,105
55083100600,3,Oconto County,17,136,106
55083100700,1,Oconto County,5,40,104
55083100800,1,Oconto County,6,48,103
55083100900,1,Oconto County,4,32,111
55083101000,0,Oconto County,5,40,110
55083101100,1,Oconto County,12,96,109
55083101200,1,Oconto County,5,40,102
55083101300,1,Oconto County,11,88,108
55083990000,1,Oconto County,13,104,112
55085970101,0,Oneida County,7,84,138
55085970102,0,Oneida County,46,552,140
55085970400,0,Oneida County,3,36,157
55085970500,0,Oneida County,3,36,156
55085970601,0,Oneida County,3,36,136
55085970602,0,Oneida County,24,288,135
55085970800,0,Oneida County,6,72,141
55085970900,1,Oneida County,11,132,144
55085971001,0,Oneida County,28,336,137
55085971002,0,Oneida County,19,228,139
55085971100,0,Oneida County,3,36,143
55085971300,0,Oneida County,3,36,158
55085971400,0,Oneida County,0,0,142
55085971500,0,Oneida County,0,0,145
55087010100,1,Outagamie County,1,57,1098
55087010200,0,Outagamie County,1,57,1097
55087010300,0,Outagamie County,0,0,1400
55087010500,0,Outagamie County,1,57,1398
55087010601,0,Outagamie County,0,0,1397
55087010602,0,Outagamie County,1,57,1396
55087010700,6,Outagamie County,0,0,1395
55087010800,0,Outagamie County,0,0,1394
55087010900,0,Outagamie County,0,0,1393
55087011000,0,Outagamie County,1,57,1392
55087011101,2,Outagamie County,2,114,1363
55087011102,0,Outagamie County,1,57,1362
55087011200,0,Outagamie County,0,0,1361
55087011300,0,Outagamie County,0,0,1360
55087011400,0,Outagamie County,0,0,1359
55087011501,2,Outagamie County,1,57,1358
55087011502,0,Outagamie County,1,57,1357
55087011600,0,Outagamie County,1,57,1356
55087011700,0,Outagamie County,0,0,1347
55087011800,0,Outagamie County,0,0,1346
55087011900,0,Outagamie County,3,171,1323
55087012000,0,Outagamie County,1,57,1353
55087012100,4,Outagamie County,1,57,1352
55087012200,0,Outagamie County,0,0,1350
55087012300,0,Outagamie County,0,0,1349
55087012400,0,Outagamie County,2,114,1348
55087012503,0,Outagamie County,3,171,1291
55087012504,4,Outagamie County,1,57,1292
55087012505,0,Outagamie County,4,228,1290
55087012506,0,Outagamie County,4,228,1320
55087012601,0,Outagamie County,8,456,1294
55087012602,0,Outagamie County,36,2052,1319
55087012700,0,Outagamie County,28,1596,1351
55087012800,0,Outagamie County,82,4674,1354
55087012901,0,Outagamie County,26,1482,1293
55087012902,0,Outagamie County,22,1254,1318
55087013100,3,Outagamie County,35,1995,1321
55087013200,0,Outagamie County,101,5757,1355
55087013300,0,Outagamie County,30,1710,1399
55087940000,0,Outagamie County,41,2337,1322
55089610101,1,Ozaukee County,17,1105,1295
55089610102,4,Ozaukee County,16,1040,1296
55089620100,1,Ozaukee County,13,845,1331
55089630100,2,Ozaukee County,0,0,1326
55089630201,1,Ozaukee County,7,455,1328
55089630202,1,Ozaukee County,4,260,1325
55089640100,1,Ozaukee County,1,65,1330
55089640200,1,Ozaukee County,12,780,1327
55089650101,1,Ozaukee County,0,0,1334
55089650102,1,Ozaukee County,0,0,1324
55089650200,1,Ozaukee County,0,0,1333
55089650300,1,Ozaukee County,5,325,1332
55089660100,1,Ozaukee County,1,65,1299
55089660201,1,Ozaukee County,11,715,1297
55089660202,1,Ozaukee County,3,195,1298
55089660301,1,Ozaukee County,5,325,1336
55089660303,1,Ozaukee County,3,195,1329
55089660304,3,Ozaukee County,0,0,1335
55091950100,5,Pepin County,9,369,667
55091950200,5,Pepin County,12,492,668
55093960100,6,Pierce County,7,105,131
55093960200,6,Pierce County,14,210,133
55093960300,6,Pierce County,0,0,130
55093960400,6,Pierce County,0,0,113
55093960500,6,Pierce County,8,120,134
55093960600,3,Pierce County,9,135,114
55093960700,6,Pierce County,7,105,115
55093960800,6,Pierce County,14,210,132
55095960100,2,Polk County,20,260,172
55095960200,2,Polk County,7,91,170
55095960300,2,Polk County,13,169,175
55095960500,2,Polk County,6,78,174
55095960600,2,Polk County,6,78,159
55095960700,2,Polk County,7,91,173
55095960800,2,Polk County,8,104,171
55095960900,2,Polk County,12,156,176
55095961000,2,Polk County,6,78,160
55095961100,4,Polk County,17,221,169
55097960100,9,Portage County,30,1980,1123
55097960200,9,Portage County,46,3036,1119
55097960300,9,Portage County,1,66,1118
55097960400,9,Portage County,1,66,1105
55097960500,9,Portage County,5,330,1117
55097960600,9,Portage County,15,990,1121
55097960701,9,Portage County,0,0,1099
55097960702,9,Portage County,1,66,1100
55097960800,9,Portage County,0,0,1104
55097960900,9,Portage County,1,66,1102
55097961000,11,Portage County,0,0,1101
55097961100,9,Portage County,10,660,1103
55097961200,5,Portage County,22,1452,1120
55097961300,4,Portage County,30,1980,1122
55099970100,0,Price County,23,1127,961
55099970200,0,Price County,0,0,960
55099970400,0,Price County,10,490,958
55099970500,3,Price County,2,98,957
55099970600,0,Price County,9,441,956
55099970700,1,Price County,7,343,959
55101000100,2,Racine County,0,0,353
55101000200,2,Racine County,1,31,352
55101000300,2,Racine County,0,0,351
55101000400,2,Racine County,0,0,350
55101000500,2,Racine County,1,31,331
55101000600,3,Racine County,1,31,392
55101000700,2,Racine County,1,31,330
55101000800,2,Racine County,3,93,391
55101000901,2,Racine County,2,62,390
55101000903,2,Racine County,0,0,393
55101000904,2,Racine County,1,31,389
55101001001,2,Racine County,0,0,388
55101001002,2,Racine County,0,0,329
55101001003,2,Racine County,1,31,328
55101001100,2,Racine County,0,0,387
55101001201,2,Racine County,4,124,417
55101001202,2,Racine County,0,0,357
55101001301,2,Racine County,1,31,327
55101001302,2,Racine County,1,31,326
55101001400,2,Racine County,2,62,416
55101001501,2,Racine County,6,186,415
55101001502,2,Racine County,8,248,414
55101001504,2,Racine County,2,62,287
55101001505,2,Racine County,0,0,314
55101001601,2,Racine County,20,620,413
55101001602,2,Racine County,3,93,412
55101001701,2,Racine County,1,31,354
55101001702,1,Racine County,5,155,356
55101001703,2,Racine County,11,341,355
55101001705,2,Racine County,3,93,290
55101001706,2,Racine County,1,31,313
55101001801,2,Racine County,9,279,289
55101001802,2,Racine County,25,775,312
55101001900,0,Racine County,29,899,325
55101002001,2,Racine County,1,31,288
55101002002,1,Racine County,20,620,311
55101002100,2,Racine County,21,651,395
55101002401,2,Racine County,7,217,443
55101002402,5,Racine County,4,124,419
55101002600,2,Racine County,13,403,418
55101002701,2,Racine County,4,124,309
55101002702,2,Racine County,14,434,310
55101002800,2,Racine County,26,806,324
55101980000,2,Racine County,0,0,394
55103970100,4,Richland County,11,473,484
55103970200,6,Richland County,26,1118,486
55103970300,6,Richland County,0,0,482
55103970400,6,Richland County,0,0,483
55103970500,6,Richland County,18,774,485
55105000100,14,Rock County,1,47,781
55105000200,14,Rock County,0,0,850
55105000300,14,Rock County,0,0,817
55105000400,14,Rock County,0,0,849
55105000500,14,Rock County,2,94,848
55105000600,14,Rock County,0,0,816
55105000700,14,Rock County,0,0,847
55105000800,14,Rock County,0,0,846
55105000900,14,Rock County,0,0,845
55105001000,14,Rock County,3,141,844
55105001100,14,Rock County,2,94,821
55105001201,14,Rock County,25,1175,780
55105001202,14,Rock County,14,658,815
55105001302,14,Rock County,25,1175,820
55105001303,15,Rock County,21,987,782
55105001304,14,Rock County,0,0,779
55105001400,14,Rock County,15,705,819
55105001500,17,Rock County,0,0,906
55105001600,14,Rock County,0,0,905
55105001700,14,Rock County,0,0,904
55105001800,14,Rock County,1,47,887
55105001900,14,Rock County,0,0,886
55105002000,14,Rock County,0,0,885
55105002100,14,Rock County,1,47,884
55105002200,9,Rock County,19,893,883
55105002300,14,Rock County,0,0,882
55105002400,8,Rock County,4,188,881
55105002500,14,Rock County,0,0,880
55105002601,14,Rock County,5,235,858
55105002602,14,Rock County,28,1316,857
55105002700,14,Rock County,56,2632,907
55105002800,14,Rock County,79,3713,854
55105002900,14,Rock County,52,2444,853
55105003001,14,Rock County,1,47,852
55105003002,17,Rock County,36,1692,851
55105003100,12,Rock County,32,1504,818
55105003200,14,Rock County,74,3478,856
55105003300,14,Rock County,44,2068,855
55107960100,0,Rusk County,19,418,360
55107960200,0,Rusk County,20,440,362
55107960300,0,Rusk County,4,88,361
55107960400,0,Rusk County,10,220,359
55107960500,0,Rusk County,0,0,358
55109120100,6,St. Croix County,0,0,1339
55109120201,6,St. Croix County,0,0,1306
55109120202,6,St. Croix County,1,58,1338
55109120300,6,St. Croix County,0,0,1341
55109120400,6,St. Croix County,12,696,1340
55109120501,6,St. Croix County,10,580,1304
55109120502,6,St. Croix County,1,58,1307
55109120600,6,St. Croix County,28,1624,1345
55109120700,6,St. Croix County,28,1624,1344
55109120800,4,St. Croix County,19,1102,1343
55109120901,6,St. Croix County,1,58,1305
55109120903,6,St. Croix County,5,290,1303
55109120904,6,St. Croix County,18,1044,1337
55109121000,6,St. Croix County,10,580,1342
55111000100,8,Sauk County,38,2052,1016
55111000200,5,Sauk County,43,2322,1017
55111000300,5,Sauk County,3,162,1012
55111000401,5,Sauk County,1,54,1007
55111000402,5,Sauk County,10,540,1009
55111000500,5,Sauk County,50,2700,1014
55111000600,5,Sauk County,40,2160,1013
55111000700,5,Sauk County,1,54,1011
55111000800,5,Sauk County,37,1998,1010
55111000900,5,Sauk County,64,3456,1018
55111001001,4,Sauk County,4,216,1006
55111001002,5,Sauk County,3,162,1008
55111001100,5,Sauk County,75,4050,1015
55113100300,0,Sawyer County,3,72,303
55113100400,0,Sawyer County,4,96,302
55113100500,0,Sawyer County,16,384,298
55113100700,0,Sawyer County,9,216,301
55113100800,0,Sawyer County,19,456,300
55113940000,0,Sawyer County,10,240,299
55115100100,4,Shawano County,10,600,1367
55115100200,4,Shawano County,0,0,1366
55115100300,5,Shawano County,3,180,1365
55115100400,4,Shawano County,1,60,1369
55115100500,4,Shawano County,1,60,1364
55115100600,4,Shawano County,22,1320,1370
55115100700,3,Shawano County,23,1380,1374
55115100800,4,Shawano County,18,1080,1373
55115100900,4,Shawano County,19,1140,1368
55115101000,4,Shawano County,17,1020,1372
55115101100,4,Shawano County,18,1080,1371
55117000100,2,Sheboygan County,1,63,1137
55117000201,2,Sheboygan County,0,0,1094
55117000202,2,Sheboygan County,0,0,1096
55117000300,2,Sheboygan County,2,126,1109
55117000400,2,Sheboygan County,2,126,1108
55117000500,5,Sheboygan County,0,0,1107
55117000800,2,Sheboygan County,0,0,1136
55117000900,2,Sheboygan County,0,0,1112
55117001000,2,Sheboygan County,0,0,1106
55117001100,2,Sheboygan County,1,63,1135
55117010100,2,Sheboygan County,16,1008,1134
55117010200,2,Sheboygan County,5,315,1124
55117010300,2,Sheboygan County,13,819,1126
55117010400,2,Sheboygan County,21,1323,1125
55117010501,2,Sheboygan County,3,189,1093
55117010502,2,Sheboygan County,6,378,1090
55117010601,2,Sheboygan County,0,0,1092
55117010602,2,Sheboygan County,9,567,1095
55117010700,2,Sheboygan County,3,189,1133
55117010800,2,Sheboygan County,5,315,1132
55117010900,2,Sheboygan County,11,693,1111
55117011000,2,Sheboygan County,6,378,1127
55117011100,2,Sheboygan County,16,1008,1110
55117011200,2,Sheboygan County,10,630,1128
55117011300,4,Sheboygan County,21,1323,1129
55117011400,2,Sheboygan County,0,0,1091
55119960100,1,Taylor County,11,352,265
55119960200,0,Taylor County,23,736,264
55119960300,0,Taylor County,12,384,266
55119960400,0,Taylor County,7,224,262
55119960500,0,Taylor County,0,0,261
55119960600,0,Taylor County,2,64,263
55121100100,6,Trempealeau County,20,380,348
55121100200,6,Trempealeau County,16,304,383
55121100300,5,Trempealeau County,17,323,382
55121100400,6,Trempealeau County,11,209,384
55121100500,6,Trempealeau County,19,361,386
55121100600,6,Trempealeau County,13,247,385
55121100700,6,Trempealeau County,21,399,349
55121100800,6,Trempealeau County,16,304,347
55123960100,7,Vernon County,20,400,425
55123960200,4,Vernon County,27,540,427
55123960300,4,Vernon County,18,360,426
55123960400,4,Vernon County,1,20,424
55123960500,4,Vernon County,26,520,423
55123960600,4,Vernon County,30,600,429
55123960700,4,Vernon County,12,240,428
55125940000,1,Vilas County,20,540,305
55125950200,2,Vilas County,30,810,307
55125950500,0,Vilas County,5,135,308
55125950600,0,Vilas County,49,1323,304
55125950700,0,Vilas County,9,243,306
55127000101,16,Walworth County,6,408,1217
55127000102,18,Walworth County,8,544,1218
55127000200,16,Walworth County,74,5032,1222
55127000301,16,Walworth County,41,2788,1215
55127000302,16,Walworth County,55,3740,1186
55127000400,9,Walworth County,0,0,1219
55127000501,16,Walworth County,1,68,1185
55127000502,16,Walworth County,2,136,1214
55127000600,16,Walworth County,39,2652,1221
55127000701,16,Walworth County,3,204,1189
55127000702,16,Walworth County,6,408,1184
55127000800,16,Walworth County,16,1088,1220
55127000901,16,Walworth County,3,204,1216
55127000902,16,Walworth County,2,136,1182
55127001000,14,Walworth County,36,2448,1224
55127001501,16,Walworth County,9,612,1187
55127001502,16,Walworth County,4,272,1183
55127001602,16,Walworth County,14,952,1223
55127001603,17,Walworth County,9,612,1188
55127001604,16,Walworth County,7,476,1191
55127001701,16,Walworth County,15,1020,1190
55127001702,16,Walworth County,46,3128,1192
55129950100,0,Washburn County,20,840,514
55129950200,0,Washburn County,11,462,512
55129950300,0,Washburn County,12,504,513
55129950500,1,Washburn County,12,504,515
55129950600,0,Washburn County,9,378,516
55131400102,1,Washington County,5,125,408
55131400103,1,Washington County,48,1200,378
55131400104,1,Washington County,46,1150,380
55131410100,1,Washington County,28,700,406
55131420103,1,Washington County,25,625,410
55131420104,1,Washington County,29,725,407
55131420105,1,Washington County,5,125,372
55131420106,2,Washington County,6,150,373
55131420200,0,Washington County,2,50,420
55131420300,1,Washington County,1,25,409
55131420401,3,Washington County,0,0,340
55131420402,1,Washington County,0,0,374
55131430100,1,Washington County,110,2750,422
55131440103,1,Washington County,18,450,342
55131440104,1,Washington County,8,200,345
55131440105,1,Washington County,22,550,341
55131440106,7,Washington County,47,1175,346
55131440200,1,Washington County,5,125,381
55131450103,1,Washington County,18,450,379
55131450104,4,Washington County,24,600,377
55131450105,1,Washington County,20,500,375
55131450106,1,Washington County,18,450,376
55131460101,0,Washington County,25,625,405
55131460102,1,Washington County,13,325,411
55131470100,1,Washington County,33,825,421
55131470202,1,Washington County,3,75,404
55131470203,1,Washington County,3,75,343
55131470204,1,Washington County,9,225,344
55133200101,2,Waukesha County,1,23,370
55133200102,2,Waukesha County,4,92,255
55133200103,2,Waukesha County,2,46,256
55133200201,0,Waukesha County,5,115,253
55133200202,2,Waukesha County,6,138,294
55133200300,2,Waukesha County,28,644,364
55133200400,4,Waukesha County,26,598,321
55133200500,2,Waukesha County,4,92,291
55133200600,2,Waukesha County,1,23,257
55133200700,2,Waukesha County,8,184,279
55133200801,2,Waukesha County,2,46,280
55133200803,2,Waukesha County,2,46,252
55133200804,2,Waukesha County,6,138,235
55133200901,0,Waukesha County,4,92,260
55133200902,2,Waukesha County,5,115,269
55133201000,2,Waukesha County,7,161,369
55133201101,2,Waukesha County,5,115,368
55133201102,2,Waukesha County,5,115,367
55133201201,2,Waukesha County,2,46,401
55133201202,2,Waukesha County,3,69,366
55133201203,2,Waukesha County,7,161,339
55133201300,2,Waukesha County,15,345,318
55133201402,2,Waukesha County,2,46,254
55133201403,2,Waukesha County,5,115,234
55133201404,2,Waukesha County,3,69,249
55133201503,2,Waukesha County,4,92,286
55133201504,2,Waukesha County,4,92,267
55133201505,4,Waukesha County,4,92,284
55133201506,2,Waukesha County,6,138,268
55133201600,2,Waukesha County,20,460,282
55133201701,2,Waukesha County,4,92,259
55133201703,2,Waukesha County,8,184,223
55133201704,2,Waukesha County,17,391,247
55133201800,2,Waukesha County,5,115,270
55133201900,2,Waukesha County,27,621,399
55133202001,2,Waukesha County,39,897,371
55133202002,2,Waukesha County,22,506,283
55133202101,2,Waukesha County,12,276,222
55133202102,2,Waukesha County,14,322,243
55133202103,4,Waukesha County,4,92,221
55133202201,1,Waukesha County,4,92,337
55133202202,2,Waukesha County,6,138,334
55133202301,2,Waukesha County,4,92,336
55133202302,2,Waukesha County,4,92,281
55133202400,2,Waukesha County,1,23,285
55133202500,2,Waukesha County,3,69,332
55133202600,2,Waukesha County,3,69,397
55133202700,2,Waukesha County,0,0,258
55133202800,2,Waukesha County,4,92,271
55133202901,2,Waukesha County,3,69,220
55133202902,2,Waukesha County,3,69,248
55133203000,2,Waukesha County,1,23,296
55133203101,2,Waukesha County,4,92,322
55133203102,2,Waukesha County,3,69,319
55133203103,2,Waukesha County,0,0,297
55133203200,2,Waukesha County,12,276,398
55133203303,2,Waukesha County,3,69,250
55133203304,2,Waukesha County,13,299,251
55133203305,2,Waukesha County,7,161,219
55133203306,2,Waukesha County,14,322,400
55133203402,2,Waukesha County,3,69,292
55133203403,2,Waukesha County,7,161,396
55133203404,3,Waukesha County,6,138,295
55133203405,2,Waukesha County,12,276,365
55133203406,3,Waukesha County,38,874,403
55133203500,2,Waukesha County,38,874,338
55133203601,2,Waukesha County,8,184,335
55133203602,2,Waukesha County,8,184,316
55133203702,2,Waukesha County,29,667,317
55133203703,2,Waukesha County,11,253,218
55133203704,2,Waukesha County,10,230,241
55133203802,2,Waukesha County,47,1081,315
55133203803,2,Waukesha County,19,437,323
55133203804,2,Waukesha County,30,690,320
55133203901,2,Waukesha County,7,161,217
55133203902,0,Waukesha County,8,184,242
55133204002,2,Waukesha County,68,1564,293
55133204003,2,Waukesha County,20,460,216
55133204004,2,Waukesha County,48,1104,237
55133204100,2,Waukesha County,37,851,402
55133204200,2,Waukesha County,7,161,333
55133204301,5,Waukesha County,5,115,238
55133204302,2,Waukesha County,1,23,236
55133204400,2,Waukesha County,8,184,363
55133204501,2,Waukesha County,30,690,240
55133204502,2,Waukesha County,13,299,239
55135100100,3,Waupaca County,10,450,1069
55135100200,3,Waupaca County,37,1665,1068
55135100300,2,Waupaca County,17,765,1046
55135100400,3,Waupaca County,20,900,1045
55135100500,3,Waupaca County,11,495,1049
55135100600,3,Waupaca County,20,900,1048
55135100700,4,Waupaca County,13,585,1066
55135100800,3,Waupaca County,19,855,1065
55135100900,3,Waupaca County,3,135,1044
55135101000,3,Waupaca County,0,0,1047
55135101100,3,Waupaca County,2,90,1050
55135101200,3,Waupaca County,13,585,1067
55137960100,4,Waushara County,26,1014,480
55137960200,2,Waushara County,22,858,481
55137960300,4,Waushara County,37,1443,479
55137960400,4,Waushara County,37,1443,500
55137960600,4,Waushara County,10,390,499
55137960700,4,Waushara County,25,975,498
55137960800,4,Waushara County,20,780,478
55139000100,0,Winnebago County,0,0,541
55139000200,1,Winnebago County,0,0,540
55139000300,0,Winnebago County,13,520,539
55139000400,0,Winnebago County,0,0,538
55139000500,0,Winnebago County,0,0,529
55139000700,0,Winnebago County,0,0,528
55139000800,0,Winnebago County,1,40,527
55139000900,1,Winnebago County,2,80,526
55139001000,0,Winnebago County,0,0,611
55139001100,0,Winnebago County,0,0,525
55139001200,0,Winnebago County,0,0,524
55139001300,1,Winnebago County,0,0,610
55139001400,0,Winnebago County,2,80,609
55139001500,0,Winnebago County,3,120,608
55139001600,0,Winnebago County,12,480,523
55139001700,0,Winnebago County,14,560,522
55139001801,1,Winnebago County,4,160,519
55139001803,0,Winnebago County,3,120,518
55139001804,0,Winnebago County,5,200,521
55139001900,2,Winnebago County,39,1560,586
55139002000,0,Winnebago County,54,2160,589
55139002100,0,Winnebago County,65,2600,542
55139002201,0,Winnebago County,18,720,517
55139002202,1,Winnebago County,40,1600,520
55139002300,0,Winnebago County,39,1560,585
55139002400,0,Winnebago County,11,440,567
55139002500,0,Winnebago County,2,80,588
55139002601,0,Winnebago County,0,0,584
55139002602,0,Winnebago County,0,0,587
55139002700,0,Winnebago County,0,0,582
55139002800,2,Winnebago County,2,80,583
55139002900,0,Winnebago County,0,0,569
55139003000,0,Winnebago County,1,40,570
55139003100,0,Winnebago County,2,80,568
55139003200,0,Winnebago County,1,40,564
55139003300,1,Winnebago County,0,0,563
55139003400,0,Winnebago County,0,0,566
55139003500,2,Winnebago County,1,40,545
55139003600,0,Winnebago County,4,160,544
55139003701,0,Winnebago County,0,0,543
55139003702,0,Winnebago County,12,480,565
55141010100,0,Wood County,42,882,208
55141010200,0,Wood County,7,147,467
55141010300,0,Wood County,0,0,466
55141010400,2,Wood County,0,0,204
55141010500,1,Wood County,0,0,203
55141010600,2,Wood County,1,21,465
55141010700,0,Wood County,36,756,202
55141010800,0,Wood County,57,1197,461
55141010900,0,Wood County,40,840,207
55141011000,0,Wood County,6,126,206
55141011100,0,Wood County,12,252,205
55141011200,1,Wood County,5,105,462
55141011300,0,Wood County,2,42,201
